"SCHOOL_YEAR","DATA_LEVEL","PUBLIC_OR_INDEPENDENT","DISTRICT_NUMBER","DISTRICT_NAME","MINCODE","SCHOOL_NAME","NUM_OF_SCHOOLS_IN_DATA_LEVEL","TOTAL_CLASSES","CLASSES_WITH_ED_ASSIST","TOTAL_CLASSES_GREATER_30","AVG_CLASS_SIZE_K","AVG_CLASS_SIZE_1_3","AVG_CLASS_SIZE_4_7","AVG_CLASS_SIZE_8_12"
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","10","9","","    16.5","    22.5","    25.8",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","10","","","    20.6","    22.5","    25.0",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","10","","","    21.0","    20.3","    24.2",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","10","","","    20.6","    21.6","    24.3",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","10","8","","    21.6","    21.9","    22.5",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","10","9","","    16.5","    22.4","    28.5",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","9","9","","    21.8","    22.8","    26.7",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","9","9","","    21.8","    22.7","    27.7",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","10","8","","    17.5","    22.8","    27.2",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","11","8","","    18.3","    19.4","    25.3",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807033","Brent Kennedy Elementary","1","11","11","","    17.0","    20.5","    22.2",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","2","","    15.0","    18.5","    20.4",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","","","     9.0","    24.0","    23.3",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","2","","     6.0","    18.5","    20.2",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","","","    13.0","    19.8","    23.8",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","","","    17.0","    22.0","    18.2",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","","","    15.0","    20.8","    21.8",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","","","    16.0","    22.5","    24.5",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","","","    20.0","    23.0","    25.3",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","5","5","","    16.0","    20.0","    22.5",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","4","1","","    18.0","    19.8","    24.7",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","84","5","","    15.0","    13.8","    10.2",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","6","6","","    17.0","    20.0","    23.7",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807034","Winlaw Elementary School","1","5","5","","    15.0","    19.5","    27.0",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","5","3","","    22.0","    19.8","    23.8",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","5","3","","     9.0","    23.4","    24.3",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","5","","","    20.0","    23.2","    28.2",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","6","","","    20.0","    19.3","    20.5",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","5","","","    15.0","    20.6","    27.7",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","5","","","    19.0","    20.0","    22.9",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","4","3","","    20.0","    21.0","    28.0",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","4","4","","    22.0","    23.1","    23.3",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","4","4","","    21.0","    22.9","    30.0",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","4","4","","    19.0","    23.5","    21.0",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","4","3","","    19.0","    20.7","    25.4",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","5","5","","    16.0","    19.6","    22.4",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00807035","Redfish Elementary School","1","4","4","","    19.0","    21.4","    25.8",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886002","Wynndel Elementary","1","2","1","","    10.0","    10.0","    14.0",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886002","Wynndel Elementary","1","2","1","","     9.0","     9.0","     9.0",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","16","13","","    21.0","    20.6","    26.2",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","15","11","","    19.0","    20.7","    28.0",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","16","11","","    20.5","    21.4","    27.0",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","16","","","    17.5","    20.8","    25.1",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","15","","","    18.5","    20.1","    27.0",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","15","","","    21.0","    22.9","    24.7",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","14","","","    22.0","    23.2","    26.5",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","14","","","    21.4","    22.1","    26.6",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","13","12","","    19.7","    23.8","    28.8",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","13","13","","    21.0","    21.6","    29.3",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","215","","","    19.0","    19.3","    18.0",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","15","13","","    17.0","    22.0","    24.8",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886004","Adam Robertson Elementary","1","15","12","","    20.0","    22.0","    25.8",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","2","","","    13.0","    13.0","     7.0",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","2","","","    14.0","    10.5","",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","3","","","     2.0","    11.0","    12.0",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","3","","","     7.0","     8.5","    20.0",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","2","","","    11.0","    13.4","    17.0",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","2","","","    16.0","    16.0","    10.0",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","1","1","","    21.0","    21.0","    21.0",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","1","","","    15.0","    15.0","    15.0",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","2","1","","","     6.1","     7.0",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","1","1","","    14.0","    14.0","    14.0",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","1","1","","     9.0","     9.0","     9.0",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","1","1","","    11.0","    11.0","    11.0",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886005","Jewett Elementary","1","1","1","","","     5.0","     5.0",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","34","9","","    19.0","    17.5","    12.7","    10.2"
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","35","11","","    21.0","    16.5","    13.0","    11.6"
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","34","9","","    16.0","    18.6","    13.3","    10.9"
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","42","","","    17.0","    16.4","    13.2","     7.3"
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","28","","","    10.0","     8.5","    12.8","    11.0"
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","26","","2","    15.0","    17.8","    16.6","    12.4"
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","22","","","    20.0","    20.0","    14.3","    10.4"
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","22","7","","    18.0","    18.0","    16.5","    13.4"
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","22","2","","    16.0","    16.0","    19.2","    13.9"
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","23","9","","    11.0","    11.0","    22.0","    14.4"
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","22","5","1","    10.0","    12.4","    17.2","    11.6"
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","19","13","","     9.0","     9.0","    13.7","    13.0"
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886006","Crawford Bay Elem-Secondary","1","17","17","","    12.0","    13.6","    17.1","    13.9"
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","132","24","3","","","","    24.1"
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","216","26","2","","","","    22.3"
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","181","27","","","","","    21.6"
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","190","29","","","","","    22.8"
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","148","26","","","","","    20.9"
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","172","","6","","","","    22.9"
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","127","39","","","","","    23.7"
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","149","45","2","","","","    20.6"
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","149","","","","","","    19.4"
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","233","34","11","","","","    19.0"
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","135","","3","","","","    20.1"
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","217","45","1","","","","    20.5"
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886007","Prince Charles Secondary","1","118","44","1","","","","    21.2"
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","2","1","","    14.0","    12.2","     9.0",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","2","2","","    11.0","     9.8","     8.0",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","2","","","    12.0","    11.1","     9.0",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","3","","","     5.0","    12.5","    14.0",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","3","","","     5.0","     9.8","    12.0",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","2","","","     9.0","     9.0","     9.0",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","1","","","    13.0","    13.0","    13.0",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","1","","","    19.0","    19.0","    19.0",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","1","1","","    10.0","    10.0","    10.0",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886012","Yahk Elementary","1","1","","","","     3.0","     3.0",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","5","4","","    19.0","    19.7","    20.7",""
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","5","","","    11.0","    16.5","    25.0",""
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","6","5","","    11.0","    15.9","    21.2",""
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","6","","","    19.0","    21.5","    19.7",""
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","6","","","    18.0","    21.8","    20.3",""
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","7","","","    18.0","    20.4","    25.1",""
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","6","","","    18.0","    21.9","    26.3",""
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","6","","","    18.0","    21.4","    28.7",""
"2014/2015","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","6","3","","    18.0","    18.5","    22.7",""
"2015/2016","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","5","4","","    17.0","    20.7","    27.6",""
"2016/2017","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","5","4","2","    22.0","    23.3","    29.2",""
"2017/2018","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","6","4","","    18.0","    20.0","    22.1",""
"2018/2019","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886014","Canyon/Lister Elementary","1","5","5","","    16.0","    16.0","    23.2",""
"2006/2007","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886018","J V Humphries Elem-Secondary","1","61","19","1","    17.0","    24.0","    28.0","    17.5"
"2007/2008","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886018","J V Humphries Elem-Secondary","1","52","22","","    17.0","    22.5","    23.3","    21.2"
"2008/2009","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886018","J V Humphries Elem-Secondary","1","57","24","","    13.0","    22.0","    26.0","    17.3"
"2009/2010","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886018","J V Humphries Elem-Secondary","1","83","","","    19.1","    19.7","    24.7","    15.4"
"2010/2011","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886018","J V Humphries Elem-Secondary","1","73","","","    22.0","    21.7","    26.8","    14.3"
"2011/2012","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886018","J V Humphries Elem-Secondary","1","67","","2","    17.0","    18.8","    24.3","    15.3"
"2012/2013","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886018","J V Humphries Elem-Secondary","1","48","","","    14.0","    18.0","    25.7","    18.7"
"2013/2014","SCHOOL LEVEL","BC PUBLIC SCHOOL","008","Kootenay Lake","00886018","J V Humphries Elem-Secondary","1","36","","","    12.0","    18.7","    28.3","    15.0"
