District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment
062,06262012,Saseenos Elementary,PO Box 820 STN Main,Sooke                         ,BC             ,V9Z 1H8,Ms,Gordon,Johnson,Standard School                         ,K-5,Public School,,yes,yes,no,no,yes,no,no,250 642-5261,250 642-3867,gjohnson@sd62.bc.ca                                                                                 ,159,September 30 2018,0,40,0,0,0,33,23,21,22,20,0,0,0,0,0,0,0
064,06464004,Saturna Island Elementary Secondary,PO Box 70,Saturna                       ,BC             ,V0N 2Y0,Mr,Adrian,Pendergast,Standard School                         ,K-12,Public School,,yes,no,no,no,no,no,no,250 539-2472,250 537-4200,apendergast@sd64.org                                                                                ,63,September 30 2018,0,4,0,0,0,1,2,2,2,0,16,17,12,0,3,3,1
073,07324010,Savona Elementary,PO Box 170,Savona                        ,BC             ,V0K 2J0,Ms,Krista,Halland,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 373-2520,250 377-2240,khalland@sd73.bc.ca                                                                                 ,41,September 30 2018,0,4,0,0,0,3,6,6,7,8,2,5,0,0,0,0,0
062,06262015,Savory Elementary,2721 Grainger Rd,Victoria                      ,BC             ,V9B 3K7,Mrs,Kerry,Arnot,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 478-9586,250 478-2591,karnot@sd62.bc.ca                                                                                   ,193,September 30 2018,0,30,0,0,0,41,39,23,30,30,0,0,0,0,0,0,0
072,07272119,Sayward Elem-Jr Secondary,PO Box 40,Sayward                       ,BC             ,V0P 1R0,Ms,Andrea,Ritchie,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 282-3314,250 282-3822,sayward@sd72.bc.ca                                                                                  ,42,September 30 2018,0,8,2,0,0,6,6,10,5,7,0,0,0,0,0,0,0
072,07225174,Sayward StrongStart Centre,PO Box 40,Sayward                       ,BC             ,V0P 1R0,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 282-3314,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,04199303,Schou Education Centre,4041 Canada Way,Burnaby                       ,BC             ,V5G 1G6,Mr,Kevin,Brandt,Alternate Programs                      ,12,Public School,,no,no,no,no,no,no,no,604 296-6900,604 296-6910,kevin.brandt@burnabyschools.ca,32,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
043,04343113,Scott Creek Middle School,1240 Lansdowne Dr,Coquitlam                     ,BC             ,V3E 3E7,Ms,Lisa,Rinke,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 945-0156,604 945-4853,lrinke@sd43.bc.ca                                                                                   ,660,September 30 2018,0,0,2,0,0,0,0,0,0,0,223,220,217,0,0,0,0
010,01025210,SD 10 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020,02025203,SD 20 StrongStart BC Outreach Program #1,200 Centre Ave,Castlegar                     ,BC             ,V1N 3B9,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 365-7201,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022,02225212,SD 22 StrongStart BC Outreach Program #1,1510 36 St,Vernon                        ,BC             ,V1T 6C8,,Colline,Johnson,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 542-5385,250 542-2863,cjohnson@sd22.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023,02323083,SD 23 Career Programs School,1040B Hollywood Rd S,Kelowna                       ,BC             ,V1X 4N2,Mr,Bob,Boback,Standard School                         ,"10-12, SU",Public School,,no,no,no,no,no,no,no,250 860-8888,,                                                                                                    ,166,September 30 2018,0,0,0,51,0,0,0,0,0,0,0,0,0,0,9,23,83
027,02725196,SD 27 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027,02725218,SD 27 StrongStart BC Outreach Program #2,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027,02725243,SD 27 StrongStart BC Outreach Program #3,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028,02825220,SD 28 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033,03325223,SD 33 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036,03625004,SD 36 StrongStart BC Outreach Program #1,12834 115A Ave,Surrey                        ,BC             ,V3R 2X4,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 580-1047,,bridgeview@surreyschools.ca,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
039,03999214,SD 39 DL Elementary,530 East 41st Ave,Vancouver                     ,BC             ,V5W 1P3,Mr,Jim,Rutley,Distributed Learning Programs           ,K-7,Public School,,no,no,no,no,no,no,no,604 713-5520,604 713-5528,jrutley@vsb.bc.ca                                                                                   ,46,September 30 2018,0,8,0,0,0,9,5,8,6,4,3,3,0,0,0,0,0
042,04299154,SD 42 Connected Learning Community,20575 Thorne Ave,Maple Ridge                   ,BC             ,V2X 9A6,Mr,Jeff,Curwen,Distributed Learning Programs           ,"10-12, SU, GA",Public School,,no,no,no,no,no,no,no,604 466-6555,604 463-5437,Jeffrey_Curwen@sd42.ca                                                                              ,298,September 30 2018,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20,39,158
046,04625441,SD 46 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
047,04725385,SD 47 EL Database,4351 Ontario Ave,Powell River                  ,BC             ,V8A 1V3,Ms,Rita,John,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,rita.john@sd47.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
047,04725197,SD 47 StrongStart BC Outreach Program #1,4351 Ontario Ave,Powell River                  ,BC             ,V8A 1V3,Ms,Rita,John,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 485-6271,,rita.john@sd47.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
047,04725050,SD 47 StrongStart BC Outreach Program #2,4351 Ontario Ave,Powell River                  ,BC             ,V8A 1V3,Ms,Rita,John,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 485-6271,,rita.john@sd47.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,05099107,SD 50 Distributed Learning Program,PO Box 227,Sandspit                      ,BC             ,V0T 1T0,Ms,Claudette,Lavoie,Distributed Learning Programs           ,"11-12, GA",Public School,,no,no,no,no,no,no,no,250 637-5454,250 637-5451,alm@sd50.bc.ca                                                                                      ,13,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
050,05025276,SD 50 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
051,05125198,SD 51 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
052,05225151,SD 52 StrongStart BC Outreach Program #1,201 Prince Rupert Boulevard,Prince Rupert                 ,BC             ,V8J 3W1,,Minnie,Harris,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 624-5031,,mharris@sd52.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
054,05425442,SD 54 StrongStart BC Outreach Program #1,PO Box 1600,Smithers                      ,BC             ,V0J 2N0,Mr,Andrew,Bond,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 847-4464,250 847-3199,an-bond@sd54.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725188,SD 57 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059,05925200,SD 59 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
059,05925158,SD 59 StrongStart BC Outreach Program #3,PO Box 7,Pouce Coupe                   ,BC             ,V0C 2C0,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 786-5314,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,00625195,SD 6 StrongStart BC Outreach Program #1,Box 430,Invermere                     ,BC             ,V0A 1K0,Mrs,Jennifer,Turner,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 342-9243,250 342-6966,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
060,06025286,SD 60 StrongStart BC Outreach Program #1,,                              ,,,Ms,Tracey,Sawchuk,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
062,06225290,SD 62 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
063,06399075,SD 63 Individual Learning Centre,1649 Mount Newton Cross Rd,Saanichton                    ,BC             ,V8M 1L1,Mrs,Wendy,Walker,Alternate Programs                      ,9-12,Public School,,no,no,yes,no,no,yes,yes,250 652-4042,250 652-9703,ilc_saanichton@saanichschools.ca,181,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,67,53
064,06425189,SD 64 StrongStart BC Outreach Program #1,,                              ,,,Ms,Janet,Hoag,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,jhoag@sd64.org                                                                                      ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
064,06425440,SD 64 StrongStart BC Outreach Program #2,,                              ,,,Ms,Janet,Hoag,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,jhoag@sd64.org                                                                                      ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
069,06925193,SD 69 StrongStart BC Outreach Program #1,PO Box 430 STN Main,Parksville                    ,BC             ,V9P 2G5,Ms,Judi,Malcolm,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 947-8252,,jmalcolm@sd69.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
070,07070000,SD 70 Continuing Ed,2941 8th Ave,Port Alberni                  ,BC             ,V9Y 2K5,Mr,Sean,Petersen,Continuing Education                    ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,250 723-3744,,spetersen@sd70.bc.ca                                                                                ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
071,07125443,SD 71 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
074,07425444,SD 74 StrongStart BC Outreach Program #1,PO Box 669,Ashcroft                      ,BC             ,V0K 1A0,Ms,Brooke,Haller,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 453-9144,250 453-2368,bhaller@sd74.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
075,07525202,SD 75 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
079,07925306,SD 79 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
008,00825208,SD 8 StrongStart BC Outreach Program #1,,                              ,,,,Naomi,Ross,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,nross@sd8.bc.ca                                                                                     ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
008,00825209,SD 8 StrongStart BC Outreach Program #2,,                              ,,,,Naomi,Ross,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,nross@sd8.bc.ca                                                                                     ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
008,00825090,SD 8 StrongStart BC Outreach Program #3,PO Box 10,Winlaw                        ,BC             ,V0G 2J0,,Naomi,Ross,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 226-7217,,nross@sd8.bc.ca                                                                                     ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
082,08282000,SD 82 Continuing Ed School,3120 Highway 16 East,Terrace                       ,BC             ,V8G 4N8,Mr,Geoffery,McKay,Continuing Education                    ,"12, GA",Public School,,no,no,no,no,no,no,no,250 635-7944,888 546-0027,geoffery.mckay@cmsd.bc.ca                                                                           ,25,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
083,08325445,SD 83 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
085,08525191,SD 85 StrongStart BC Outreach Program #1,PO Box 260,Port Alice                    ,BC             ,V0N 2N0,Mrs,Heather,Johnson,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 284-3315,,hjohnson@sd85.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
087,08725082,SD 87 StrongStart BC Outreach Program,PO Box 190,Dease Lake                    ,BC             ,V0C 1L0,Mr,Mike,Gordon,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 771-4440,,mike.gordon@sd87.bc.ca                                                                              ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091,09125192,SD 91 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091,09125311,SD 91 StrongStart BC Outreach Program #2,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
092,09225446,SD 92 StrongStart BC Outreach Program #1,,                              ,,,,,,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
093,09325308,SD 93 StrongStart BC Outreach Program #1,,                              ,,,Mrs,Monica,Monus,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 214-2585,,sharvey@fpfcb.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
093,09325312,SD 93 StrongStart BC Outreach Program #2,,                              ,,,Mme,Monica,Monus,StrongStart Outreach                    ,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 214-2585,,sharvey@fpfcb.bc.ca                                                                                 ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725012,SD57 StrongStart Centre 01,3805 Rainbow Dr,Prince George                 ,BC             ,V2M 3W2,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 563-4208,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725057,SD57 StrongStart Centre 02,2579 Victoria St,Prince George                 ,BC             ,V2L 2M3,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 567-7201,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725154,SD57 StrongStart Centre 03,1401 17th Ave,Prince George                 ,BC             ,V2L 3Z2,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 562-2737,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725155,SD57 StrongStart Centre 04,1193 Harper St,Prince George                 ,BC             ,V2M 2X1,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 562-1773,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725156,SD57 StrongStart Centre 05,3500 Westwood Dr,Prince George                 ,BC             ,V2N 1S1,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 562-5822,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725280,SD57 StrongStart Centre 06,7005 Gladstone Dr,Prince George                 ,BC             ,V2N 3N7,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 964-4334,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725281,SD57 StrongStart Centre 07,PO Box 1150,Mackenzie                     ,BC             ,V0J 2C0,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 997-6340,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
057,05725314,SD57 StrongStart Centre 08,4600 Zral Rd,Prince George                 ,BC             ,V2K 5X9,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 962-6966,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
038,03838010,Sea Island Elementary,1891 Wellington Cres,Richmond                      ,BC             ,V7B 1G6,Mr,Emmanuel,Adjei-Achampong,Standard School                         ,K-3,Public School,,no,yes,no,no,no,no,no,604 668-6468,604 718-4087,seaisland@sd38.bc.ca                                                                                ,25,September 30 2018,0,4,0,0,0,9,7,5,0,0,0,0,0,0,0,0,0
048,04899215,Sea to Sky Alternative School,PO Box 640 STN Main,Squamish                      ,BC             ,V8B 0A5,Mr,Brayden,Gordon,Alternate Programs                      ,8-12,Public School,,no,no,yes,no,yes,no,no,604 892-5904,604 892-5510,bgordon@sd48.bc.ca                                                                                  ,54,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,15,33
048,04899147,Sea to Sky Online School,PO Box 640 STN Main,Squamish                      ,BC             ,V8B 0A5,Mr,Nolan,Cox,Distributed Learning Programs           ,"10-12, SU, GA",Public School,,no,no,no,no,no,no,no,604 892-5904,604 892-5510,ncox@sd48.bc.ca                                                                                     ,398,September 30 2018,0,0,0,16,0,0,0,0,0,0,0,0,0,0,158,68,130
048,04825051,Sea to Sky StrongStart Centre,PO Box 1040 STN Main,Squamish                      ,BC             ,V8B 0A7,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 892-5796,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
085,08585020,Sea View Elem-Jr Secondary,PO Box 260,Port Alice                    ,BC             ,V0N 2N0,Mrs,Gloria,Gadacz,Standard School                         ,K-9,Public School,,yes,no,no,no,yes,yes,no,250 284-3315,250 284-3232,ggadacz@sd85.bc.ca                                                                                  ,47,September 30 2018,0,7,2,0,0,5,6,7,5,4,7,5,0,1,0,0,0
078,07897494,Seabird Island Community,PO Box 530,Agassiz                       ,BC             ,V0M 1A0,Ms,Barbara,White,Standard School                         ,K-12,Independent School,2,no,no,no,no,no,no,no,604 796-3061,604 796-3068,barbara@seabirdisland.ca                                                                            ,215,September 30 2018,0,18,0,0,0,21,18,12,17,16,14,16,11,18,24,18,12
037,03737040,Seaquam Secondary,11584 Lyon Rd,Delta                         ,BC             ,V4E 2K4,Mr,Rick,Mesich,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 591-6166,604 591-5800,rmesich@deltasd.bc.ca                                                                               ,1397,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,253,241,288,304,311
043,04343058,Seaview Community School,1215 Cecile Dr,Port Moody                    ,BC             ,V3H 1N2,Mr,Frank,Pearse,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 936-9991,604 936-9992,fpearse@sd43.bc.ca                                                                                  ,224,September 30 2018,0,34,0,0,0,32,38,38,41,41,0,0,0,0,0,0,0
068,06868080,Seaview Elementary,PO Box 340,Lantzville                    ,BC             ,V0R 2H0,Mr,Darren,Dickie,Standard School                         ,K-7,Public School,,no,no,no,no,yes,yes,no,250 390-4022,250 390-1302,ddickie@sd68.bc.ca                                                                                  ,260,September 30 2018,0,25,0,0,0,32,31,41,33,33,41,24,0,0,0,0,0
043,04325268,Seaview StrongStart Centre,1215 Cecile Dr,Port Moody                    ,BC             ,V3H 1N2,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 936-9991,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
046,04625048,Sechelt StrongStart Centre,PO Box 2148,Sechelt                       ,BC             ,V0N 3A0,Mrs,Kirsten,Deasey,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 741-5787,604 885-2617,kdeasey@sd46.bc.ca                                                                                  ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,04141047,Second Street Community Elementary,7502 2nd St,Burnaby                       ,BC             ,V3N 3R5,Mr,Jeff,Hutton,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,no,604 296-9029,,jeff.hutton@burnabyschools.ca,398,September 30 2018,0,53,0,0,0,56,52,50,58,50,46,33,0,0,0,0,0
041,04125128,Second Street Community StrongStart Cntr,7502 2nd St,Burnaby                       ,BC             ,V3N 3R5,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 296-9029,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
093,09347021,Secondaire Brooks,5400 Marine Ave,Powell River                  ,BC             ,V8A 2L6,M,Vincent,Bergeron,Standard School                         ,10-12,Public School,,no,no,no,no,no,no,no,604 485-8430,604 485-8460,vincent_bergeron@csf.bc.ca,17,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4
093,09372010,Secondaire Carihi,350 Dogwood St,Campbell River                ,BC             ,V9W 2X9,Ms,Sophie,Lemieux,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,250 923-3359,,sophie_lemieux@csf.bc.ca                                                                            ,29,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,5
093,09346017,Secondaire Chatelech,PO Box 1430,Sechelt                       ,BC             ,V0N 3A0,Mme,Cecile,Desgagne,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 885-4743,,cecile_desgagne@csf.bc.ca                                                                           ,30,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,12,4
093,09368001,Secondaire de Nanaimo,1951 Estevan Rd,Nanaimo                       ,BC             ,V9S 3Y9,Mr,Steve,Roy,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 714-0761,250 714-0892,steve_roy@csf.bc.ca                                                                                 ,52,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,10,10,14,7,11
093,09307013,Secondaire de Nelson,1004 Cottonwood St,Nelson                        ,BC             ,V1L 3W2,Mme,Sylvie,Mazerolle,Standard School                         ,9-11,Public School,,no,no,no,no,no,no,no,250 825-4020,250 825-4020,sylvie_mazerolle@csf.bc.c                                                                           ,14,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,0
093,09393004,Secondaire de Penticton,1077 Nelson Ave,Penticton                     ,BC             ,V2A 2N1,M,Sylvain,Larochelle,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,250 770-7691,250 492-0308,sylvain_larochelle@csf.bc.ca,37,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,5
093,09319003,Secondaire de Revelstoke,1007 Vernon Ave,Revelstoke                    ,BC             ,V0E 2S0,Mr,Hugo,Desnoyers,Standard School                         ,8,Public School,,no,no,no,no,no,no,no,250 837-6364,,                                                                                                    ,5,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
093,09357012,Secondaire Duchess-Park,747 Winnipeg St,Prince George                 ,BC             ,V2L 2V3,Mme,Dolores,Patenaude,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 612-0755,250 612-0756,dolores_patenaude@csf.bc.ca,46,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,11,4,16,6,9
093,09393005,Secondaire Jules-Verne,5445 Baillie St,Vancouver                     ,BC             ,V5Z 3M6,M,Eric,Leclerc,Standard School                         ,7-12,Public School,,no,no,no,no,no,yes,no,604 731-8378,604 730-8560,eric_leclerc@csf.bc.ca                                                                              ,376,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,103,78,40,56,44,55
