District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,full_addr,full_addr_parsed,lat,lng,SCHOOL_YEAR,DISTRICT_NUMBER,DISTRICT_NAME,BOARDOFFICE_PHYSICAL_ADDRESS,DISTRICT_CITY,DISTRICT_PROVINCE,DISTRICT_POSTAL_CODE,DISTRICT_PHONE_NUMBER,DISTRICT_WEBSITE,X,Y
68,6868028,Departure Bay Elementary,3004 Departure Bay Rd,Nanaimo                       ,BC             ,V9T 1B4,Mrs,Annette,Noble,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 758-6541,250 751-1617,anoble@sd68.bc.ca                                                                                   ,303,September 30 2018,0,43,0,0,0,43,55,35,32,30,26,39,0,0,0,0,0,3004 Departure Bay Rd Nanaimo BC V9T 1B4,3004+Departure+Bay+Rd+Nanaimo+BC+V9T+1B4,49.2077991,-123.9734442,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6896229,Discover Montessori School,1111 Dufferin Cr,Nanaimo                       ,BC             ,V9S 2B5,Mrs,Cynthia,Dyer,Standard School                         ,"K, EU",Independent School,1.0,no,no,no,no,no,no,no,250 760-0615,250 753-0163,office@dm-school.ca                                                                                 ,84,September 30 2018,0,9,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1111 Dufferin Cr Nanaimo BC V9S 2B5,1111+Dufferin+Cr+Nanaimo+BC+V9S+2B5,49.1840331,-123.965204,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868010,Dover Bay Secondary,6135 McGirr Rd,Nanaimo                       ,BC             ,V9V 1M1,Mr,Chad,Lintott,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 756-4595,250 751-3405,clintott1@sd68.bc.ca                                                                                ,1400,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,254,256,307,295,288,6135 McGirr Rd Nanaimo BC V9V 1M1,6135+McGirr+Rd+Nanaimo+BC+V9V+1M1,49.2356335,-124.0338455,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868036,Fairview Elementary,205 Howard Ave,Nanaimo                       ,BC             ,V9R 3R3,Ms,Colette,Young,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,yes,no,250 753-3418,250 741-1250,colette.young@sd68.bc.ca                                                                            ,372,September 30 2018,0,51,1,0,0,48,45,38,47,59,36,48,0,0,0,0,0,205 Howard Ave Nanaimo BC V9R 3R3,205+Howard+Ave+Nanaimo+BC+V9R+3R3,49.16558269999999,-123.9566951,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6825067,Fairview StrongStart Centre,205 Howard Ave,Nanaimo                       ,BC             ,V9R 3R3,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 753-3418,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205 Howard Ave Nanaimo BC V9R 3R3,205+Howard+Ave+Nanaimo+BC+V9R+3R3,49.16558269999999,-123.9566951,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868037,Forest Park Elementary,2050 Latimer Rd,Nanaimo                       ,BC             ,V9S 2W5,Mr,Larry,Dean,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 758-6892,250 758-2373,ldean@sd68.bc.ca                                                                                    ,407,September 30 2018,0,53,0,0,0,45,43,63,58,44,58,43,0,0,0,0,0,2050 Latimer Rd Nanaimo BC V9S 2W5,2050+Latimer+Rd+Nanaimo+BC+V9S+2W5,49.190136,-123.9878574,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868038,Frank J. Ney Elementary,5301 Williamson Rd,Nanaimo                       ,BC             ,V9V 1L1,Mrs,Jacquie,Poulin,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 729-8045,250 729-8058,jpoulin@sd68.bc.ca                                                                                  ,412,September 30 2018,0,43,0,0,0,52,50,51,46,61,59,50,0,0,0,0,0,5301 Williamson Rd Nanaimo BC V9V 1L1,5301+Williamson+Rd+Nanaimo+BC+V9V+1L1,49.2349307,-123.990777,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6825297,Frank J. Ney StrongStart Centre,5301 Williamson Rd,Nanaimo                       ,BC             ,V9V 1L1,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 729-8045,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5301 Williamson Rd Nanaimo BC V9V 1L1,5301+Williamson+Rd+Nanaimo+BC+V9V+1L1,49.2349307,-123.990777,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868040,Gabriola Elementary,PO Box 130,Gabriola Island               ,BC             ,V0R 1X0,Ms,Kate,Russell,Standard School                         ,K-7,Public School,,no,no,no,no,yes,no,no,250 247-9342,250 247-8639,kate.russell@sd68.bc.ca                                                                             ,151,September 30 2018,0,19,3,0,0,16,23,18,12,19,25,19,0,0,0,0,0,PO Box 130 Gabriola Island BC V0R 1X0,PO+Box+130+Gabriola+Island+BC+V0R+1X0,49.1577754,-123.7893349,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6825025,Georgia Ave StrongStart Centre,625 Georgia Ave,Nanaimo                       ,BC             ,V9R 3W3,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 753-1044,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625 Georgia Ave Nanaimo BC V9R 3W3,625+Georgia+Ave+Nanaimo+BC+V9R+3W3,49.1535817,-123.9534812,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868041,Georgia Avenue Elementary,625 Georgia Ave,Nanaimo                       ,BC             ,V9R 3W3,Mrs,Lisa,Frey,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,yes,yes,250 753-1044,250 741-1324,lfrey@sd68.bc.ca                                                                                    ,365,September 30 2018,0,45,4,0,0,42,43,47,45,46,59,38,0,0,0,0,0,625 Georgia Ave Nanaimo BC V9R 3W3,625+Georgia+Ave+Nanaimo+BC+V9R+3W3,49.1535817,-123.9534812,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868044,Hammond Bay Elementary,1025 Morningside Dr,Nanaimo                       ,BC             ,V9T 1N5,Ms,Christine,Bohm,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 758-5711,250 751-1873,cbohm@sd68.bc.ca                                                                                    ,349,September 30 2018,0,40,0,0,0,43,42,50,43,42,47,42,0,0,0,0,0,1025 Morningside Dr Nanaimo BC V9T 1N5,1025+Morningside+Dr+Nanaimo+BC+V9T+1N5,49.2324651,-123.9674147,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6899308,Island ConnectEd K-12,4355 Jingle Pot Rd,Nanaimo                       ,BC             ,V9T 5P4,Mr,Patrick,Young,Distributed Learning Programs           ,"K-12, GA",Public School,,no,no,no,no,no,no,no,250 756-9901,250 756-0291,pyoung@sd68.bc.ca                                                                                   ,664,September 30 2018,0,6,4,0,0,11,10,9,11,12,21,19,14,51,70,115,290,4355 Jingle Pot Rd Nanaimo BC V9T 5P4,4355+Jingle+Pot+Rd+Nanaimo+BC+V9T+5P4,49.2058386,-124.0199317,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868011,John Barsby Community School,550 Seventh St,Nanaimo                       ,BC             ,V9R 3Z2,Ms,Jane,Reynolds,Standard School                         ,8-12,Public School,,no,yes,no,no,yes,yes,no,250 753-8211,250 753-2430,jane.reynolds@sd68.bc.ca                                                                            ,646,September 30 2018,0,0,2,0,0,0,0,0,0,0,0,0,133,100,120,172,121,550 Seventh St Nanaimo BC V9R 3Z2,550+Seventh+St+Nanaimo+BC+V9R+3Z2,49.1475494,-123.9524699,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868048,Ladysmith Intermediate,PO Box 849,Ladysmith                     ,BC             ,V9G 1A6,Mr,Dionte,Jelks,Standard School                         ,4-7,Public School,,no,no,no,no,no,yes,no,250 245-3351,250 245-3117,Dionte.Jelks@sd68.bc.ca                                                                             ,295,September 30 2018,0,0,0,0,0,0,0,0,64,65,83,83,0,0,0,0,0,PO Box 849 Ladysmith BC V9G 1A6,PO+Box+849+Ladysmith+BC+V9G+1A6,48.9939001,-123.8194387,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868049,Ladysmith Primary,PO Box 910,Ladysmith                     ,BC             ,V9G 1A6,Ms,Darlene,Crane,Standard School                         ,K-3,Public School,,yes,yes,no,no,no,yes,no,250 245-3912,250 245-4863,darlene.crane@sd68.bc.ca                                                                            ,272,September 30 2018,0,70,1,0,0,67,76,59,0,0,0,0,0,0,0,0,0,PO Box 910 Ladysmith BC V9G 1A6,PO+Box+910+Ladysmith+BC+V9G+1A6,48.99393999999999,-123.81882,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868002,Ladysmith Secondary,PO Box 190,Ladysmith                     ,BC             ,V9G 1A2,Mr,Dave,Travers,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 245-3043,250 245-4333,dtravers@sd68.bc.ca                                                                                 ,606,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,130,116,108,128,124,PO Box 190 Ladysmith BC V9G 1A2,PO+Box+190+Ladysmith+BC+V9G+1A2,48.99393999999999,-123.81882,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6825169,Ladysmith StrongStart Centre,PO Box 910,Ladysmith                     ,BC             ,V9G 1A6,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 245-3912,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO Box 910 Ladysmith BC V9G 1A6,PO+Box+910+Ladysmith+BC+V9G+1A6,48.99393999999999,-123.81882,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868055,McGirr Elementary,6199 McGirr Rd,Nanaimo                       ,BC             ,V9V 1C7,Mr,Gregg,Halfyard,Standard School                         ,K-7,Public School,,yes,yes,no,no,yes,yes,no,250 758-8946,250 756-0541,ghalfyard@sd68.bc.ca                                                                                ,452,September 30 2018,0,52,0,0,0,50,46,61,51,55,79,58,0,0,0,0,0,6199 McGirr Rd Nanaimo BC V9V 1C7,6199+McGirr+Rd+Nanaimo+BC+V9V+1C7,49.2403098,-124.0329066,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6825295,McGirr StrongStart Centre,6199 McGirr Rd,Nanaimo                       ,BC             ,V9V 1C7,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 758-8946,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6199 McGirr Rd Nanaimo BC V9V 1C7,6199+McGirr+Rd+Nanaimo+BC+V9V+1C7,49.2403098,-124.0329066,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868052,Mountain View Elementary,2480 Wellington Rd E,Nanaimo                       ,BC             ,V9R 5K3,Ms,Kathy,Bergman,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 753-2831,250 741-8320,kathy.bergman@sd68.bc.ca                                                                            ,407,September 30 2018,0,55,0,0,0,52,62,50,40,61,37,50,0,0,0,0,0,2480 Wellington Rd E Nanaimo BC V9R 5K3,2480+Wellington+Rd+E+Nanaimo+BC+V9R+5K3,49.178308,-124.0146287,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6896256,Nanaimo Christian School,198 Holland Rd,Nanaimo                       ,BC             ,V9R 6W2,Mr,James,Sijpheer,Standard School                         ,K-12,Independent School,1.0,no,no,no,no,no,no,no,250 754-4512,250 754-4271,james.sijpheer@ncsnanaimo.com,518,September 30 2018,0,34,0,0,0,46,31,36,46,34,51,44,55,48,34,24,35,198 Holland Rd Nanaimo BC V9R 6W2,198+Holland+Rd+Nanaimo+BC+V9R+6W2,49.1726422,-123.9981796,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868001,Nanaimo District Secondary,355 Wakesiah Ave,Nanaimo                       ,BC             ,V9R 3K5,Mr,Geoff,Steel,Standard School                         ,"8-12, SU",Public School,,no,no,no,no,no,no,no,250 740-2000,250 740-2020,gsteel@sd68.bc.ca                                                                                   ,1374,September 30 2018,0,0,1,1,0,0,0,0,0,0,0,0,295,297,276,265,240,355 Wakesiah Ave Nanaimo BC V9R 3K5,355+Wakesiah+Ave+Nanaimo+BC+V9R+3K5,49.16078,-123.964126,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868058,North Oyster Elementary,13470 Cedar Rd,Ladysmith                     ,BC             ,V9G 1H6,Ms,Jacqueline,Dunn,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 245-3330,250 245-2386,jacqueline.dunn@sd68.bc.ca,340,September 30 2018,0,51,0,0,0,41,50,36,52,42,40,28,0,0,0,0,0,13470 Cedar Rd Ladysmith BC V9G 1H6,13470+Cedar+Rd+Ladysmith+BC+V9G+1H6,49.0443864,-123.8471515,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868061,Park Avenue Elementary,395 Eighth St,Nanaimo                       ,BC             ,V9R 1A9,Mr,Robbie,Dhillon,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 754-5591,250 754-5818,rdhillon@sd68.bc.ca                                                                                 ,329,September 30 2018,0,48,0,0,0,26,41,44,46,38,46,40,0,0,0,0,0,395 Eighth St Nanaimo BC V9R 1A9,395+Eighth+St+Nanaimo+BC+V9R+1A9,49.1432338,-123.9427483,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868065,Pauline Haarer Elementary,400 Campbell St,Nanaimo                       ,BC             ,V9R 3G7,Ms,Shannon,Apland,Standard School                         ,K-7,Public School,,no,yes,no,no,yes,yes,no,250 754-2722,250 741-0275,sapland@sd68.bc.ca                                                                                  ,232,September 30 2018,0,30,0,0,0,26,29,27,32,26,35,27,0,0,0,0,0,400 Campbell St Nanaimo BC V9R 3G7,400+Campbell+St+Nanaimo+BC+V9R+3G7,49.1690924,-123.9431977,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868066,Pleasant Valley Elementary,6201 Dunbar Rd,Nanaimo                       ,BC             ,V9T 2P2,Mrs,Diane,McGonigle,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 390-4027,250 390-2107,dmcgonigle@sd68.bc.ca                                                                               ,362,September 30 2018,0,43,1,0,0,36,55,48,56,48,37,39,0,0,0,0,0,6201 Dunbar Rd Nanaimo BC V9T 2P2,6201+Dunbar+Rd+Nanaimo+BC+V9T+2P2,49.2259884,-124.0454873,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868071,Quarterway Elementary,1632 Bowen Rd,Nanaimo                       ,BC             ,V9S 1G6,Ms,Arlette,Begoum-Kake,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 754-6845,250 754-6871,arlette.begoumkake@sd68.bc.ca,411,September 30 2018,0,49,0,0,0,48,51,52,51,43,64,53,0,0,0,0,0,1632 Bowen Rd Nanaimo BC V9S 1G6,1632+Bowen+Rd+Nanaimo+BC+V9S+1G6,49.180161,-123.9753647,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6825168,Quarterway StrongStart Centre,1632 Bowen Rd,Nanaimo                       ,BC             ,V9S 1G6,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 754-6845,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632 Bowen Rd Nanaimo BC V9S 1G6,1632+Bowen+Rd+Nanaimo+BC+V9S+1G6,49.180161,-123.9753647,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868070,Qwam Qwum Stuwixwulh Community School,1390 Stuywut St,Nanaimo                       ,BC             ,V9X 1M4,Mr,Kevin,Brand,Standard School                         ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,250 754-3033,,kevin.brand@sd68.bc.ca                                                                              ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390 Stuywut St Nanaimo BC V9X 1M4,1390+Stuywut+St+Nanaimo+BC+V9X+1M4,49.1207556,-123.8705124,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868073,Randerson Ridge Elementary,6021 Nelson Rd,Nanaimo                       ,BC             ,V9T 5N7,Mr,Darren,Brick,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 758-5076,250 751-2261,dbrick@sd68.bc.ca                                                                                   ,395,September 30 2018,0,48,0,0,0,45,51,43,61,56,49,42,0,0,0,0,0,6021 Nelson Rd Nanaimo BC V9T 5N7,6021+Nelson+Rd+Nanaimo+BC+V9T+5N7,49.2259114,-124.0272245,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868076,Rock City Elementary,3741 Departure Bay Rd,Nanaimo                       ,BC             ,V9T 1C5,Mr,Michael,Lundine,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 758-2434,250 758-4831,mlundine@sd68.bc.ca                                                                                 ,394,September 30 2018,0,43,0,0,0,48,58,54,43,48,48,52,0,0,0,0,0,3741 Departure Bay Rd Nanaimo BC V9T 1C5,3741+Departure+Bay+Rd+Nanaimo+BC+V9T+1C5,49.2095853,-123.9921029,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868080,Seaview Elementary,PO Box 340,Lantzville                    ,BC             ,V0R 2H0,Mr,Darren,Dickie,Standard School                         ,K-7,Public School,,no,no,no,no,yes,yes,no,250 390-4022,250 390-1302,ddickie@sd68.bc.ca                                                                                  ,260,September 30 2018,0,25,0,0,0,32,31,41,33,33,41,24,0,0,0,0,0,PO Box 340 Lantzville BC V0R 2H0,PO+Box+340+Lantzville+BC+V0R+2H0,49.2506156,-124.075031,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6897002,Stz'uminus Senior Secondary,3951 Shell Beach Rd,Ladysmith                     ,BC             ,V9G 1K6,Ms,Gina Mae,Harris,Standard School                         ,"10-12, GA",Independent School,2.0,no,no,no,no,no,no,no,250 245-6650,250 924-1317,ramona.sampson@stzuminus.com,39,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,13,3951 Shell Beach Rd Ladysmith BC V9G 1K6,3951+Shell+Beach+Rd+Ladysmith+BC+V9G+1K6,48.9925048,-123.7681474,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6896807,The High School at VIU,900 Fifth St,Nanaimo                       ,BC             ,V9R 5S5,Ms,Catherine,Brazier,Standard School                         ,9-12,Independent School,2.0,no,no,no,no,no,no,no,250 740-6317,250 740-6470,catherine.brazier@viu.ca                                                                            ,23,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,6,900 Fifth St Nanaimo BC V9R 5S5,900+Fifth+St+Nanaimo+BC+V9R+5S5,49.1581719,-123.9698187,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6896650,The International High School @ VIU,900 Fifth St,Nanaimo                       ,BC             ,V9R 5S5,Ms,Catherine,Brazier,Standard School                         ,"10-12, SU",Independent School,4.0,no,no,no,no,no,no,no,250 740-6317,250 740-6470,catherine.brazier@viu.ca                                                                            ,63,September 30 2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,22,28,900 Fifth St Nanaimo BC V9R 5S5,900+Fifth+St+Nanaimo+BC+V9R+5S5,49.1581719,-123.9698187,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868086,Uplands Park Elementary,3821 Stronach Dr,Nanaimo                       ,BC             ,V9T 3X4,Ms,Tonia,Collins,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 758-3252,250 751-0635,tcollins@sd68.bc.ca                                                                                 ,347,September 30 2018,0,44,0,0,0,45,36,42,51,42,42,45,0,0,0,0,0,3821 Stronach Dr Nanaimo BC V9T 3X4,3821+Stronach+Dr+Nanaimo+BC+V9T+3X4,49.2182618,-124.0123535,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6899022,Vast Centre,550 7th St,Nanaimo                       ,BC             ,V9R 3Z2,Mr,Brett,Hancock,Alternate Programs                      ,8-12,Public School,,no,no,yes,no,no,no,no,250 753-6331,250 753-8502,bhancock@sd68.bc.ca                                                                                 ,227,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,6,26,31,68,96,550 7th St Nanaimo BC V9R 3Z2,550+7th+St+Nanaimo+BC+V9R+3Z2,49.1475494,-123.9524699,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
68,6868015,Wellington Secondary,3135 Mexicana Rd,Nanaimo                       ,BC             ,V9T 2W8,Ms,Andrea,Davidson,Standard School                         ,"8-12, SU",Public School,,no,no,no,no,no,no,no,250 758-9191,250 758-3352,andrea.davidson@sd68.bc.ca,883,September 30 2018,0,0,0,2,0,0,0,0,0,0,0,0,179,148,180,196,178,3135 Mexicana Rd Nanaimo BC V9T 2W8,3135+Mexicana+Rd+Nanaimo+BC+V9T+2W8,49.2093376,-124.0005183,2018/19,68,Nanaimo-Ladysmith,395 Wakesiah Ave,Nanaimo,BC,V9R3K6,250 754-5521,http://www.sd68.bc.ca                                                                               ,-123.9620771,49.16104077
47,4796088,Assumption School,7091 Glacier St,Powell River                  ,BC             ,V8A 1R8,Mrs,Lisa,Berg,Standard School                         ,K-9,Independent School,1.0,no,no,no,no,no,no,no,604 485-9894,604 485-7984,assump.principal@shaw.ca                                                                            ,125,September 30 2018,0,12,0,0,0,17,9,14,17,19,10,18,7,2,0,0,0,7091 Glacier St Powell River BC V8A 1R8,7091+Glacier+St+Powell+River+BC+V8A+1R8,49.8317363,-124.5167341,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
47,4747021,Brooks Secondary,5400 Marine Ave,Powell River                  ,BC             ,V8A 2L6,Mr,Bill,Rounis,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 483-3171,604 483-3127,bill.rounis@sd47.bc.ca                                                                              ,784,September 30 2018,0,0,0,0,0,0,0,0,0,0,0,0,134,132,167,174,177,5400 Marine Ave Powell River BC V8A 2L6,5400+Marine+Ave+Powell+River+BC+V8A+2L6,49.8627342,-124.5422579,2018/19,47,Powell River,4351 Ontario Ave,Powell River,BC,V8A1V3,604 485-6271,http://www.sd47.bc.ca                                                                               ,-124.51543429999998,49.8337383
